Deal ID,Companies,Verticals,Company Country/Territory/Region,Year Founded,Company City,HQ Global Sub Region,HQ Global Region,HQ Location,Primary PitchBook Industry Code,Primary PitchBook Industry Group,Primary PitchBook Industry Sector,Deal Date,Time to Exit,Deal Type,Post Valuation,Raised to Date,Description,Investors,Shock_Category,Shock_Subcategory,Causal_Justification
90699-85T,SiteSmith,TMT,United States,1999,Santa Clara,North America,Americas,"Santa Clara, CA",Systems and Information Management,IT Services,Information Technology,10-Oct-00,1,Merger/Acquisition,136,50,"Provider of internet infrastructure management services. The company's internet infrastructure management services for new start-ups and established e-businesses builds and operates reliable, scalable and secure internet sites, it integrates network management, systems management and hosting services, it designs and architectures website, hardware and software installation, network connectivity and ongoing management through provision of 24x7 monitoring, security services and fail-over systems, enabling e-businesses to manage their large complex internet sites and services on an outsourced basis.",AboveNet(Nick Tanzi),Technology Shock,World Wide Web,Founded in the WWW commercialisation window; core business model enabled by the public release of web protocols.
17177-14T,Biovail Pharmaceuticals,"Industrials, Manufacturing",United States,1997,Bridgewater,North America,Americas,"Bridgewater, NJ",Pharmaceuticals,Pharmaceuticals and Biotechnology,Healthcare,6-Oct-00,3,Merger/Acquisition,162.5,25,"Manufacturer of pharmaceutical products. The company offers products for the treatment of respiratory and allergy conditions, and skin and soft tissue infections. It engages in the formulation, clinical testing, registration, manufacture, and commercialization of pharmaceutical products.",Biovail,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
139181-95T,Stuart Energy Systems,Manufacturing,Canada,1948,Mississauga,North America,Americas,"Mississauga, Canada",Energy Infrastructure,Energy Services,Energy,5-Oct-00,52,IPO,344.34,100.73,"Manufacturer of hydrogen infrastructure products based in Mississauga, Canada. The company is a developer and supplier of integrated hydrogen technology that uses the company's proprietary hydrogen generation water electrolysis technology with products from corporate partners to serve existing and emerging markets for power generation, transportation, and industry, providing businesses with power other than traditional sources.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
31009-06T,Kosan Biosciences,Life Sciences,United States,1995,Hayward,North America,Americas,"Hayward, CA",Biotechnology,Pharmaceuticals and Biotechnology,Healthcare,5-Oct-00,5,IPO,333.82,116.03,"Developer of anticancer agents. The company has proprietary gene-engineering technologies for the manipulation and production of polyketides, a rich source of pharmaceuticals. It uses its platform technologies to develop product candidates that target large pharmaceutical markets.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
19865-35T,Element 14,TMT,United Kingdom,1999,Cambridge,Western Europe,Europe,"Cambridge, United Kingdom",Connectivity Products,Communications and Networking,Information Technology,5-Oct-00,1,Merger/Acquisition,640,13,Developer of communications ICs for broadband access systems. The company develops technology for delivering internet services.,Broadcom,Institutional & Regulatory Shock,Telecom Deregulation,Founded post-Telecom Act of 1996; business model enabled by deregulated telecom competition.
20349-37T,NewPort Communications,TMT,United States,1996,Irvine,North America,Americas,"Irvine, CA",Application Specific Semiconductors,Semiconductors,Information Technology,4-Oct-00,4,Merger/Acquisition,"1,200.00",28,Developer of high-performance optical communications chips. The Company's devices are based on a proprietary design technology called Current-Controlled CMOS (C3MOS(TM)).,Broadcom,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
49311-46T,Advanced Switching,TMT,United States,1997,Vienna,North America,Americas,"Vienna, VA",Internet Service Providers,Communications and Networking,Information Technology,4-Oct-00,3,IPO,616.74,87.19,Developer of network technology and equipment. The company provides solutions that help communications companies deliver Internet and broadband services to customers.,,Institutional & Regulatory Shock,Telecom Deregulation,Founded post-Telecom Act of 1996; business model enabled by deregulated telecom competition.
21821-23T,Abatis Systems,TMT,Canada,,Vancouver,North America,Americas,"Vancouver, Canada",Internet Software,Software,Information Technology,3-Oct-00,,Merger/Acquisition,786.5,1.78,"Developer of consumable IP networking software. The company develops software that are based on the business services architecture, designed to let carriers leverage their existing core networks and deploy IP services.",Redback Networks,Other,N/A,Founding year missing; cannot apply temporal validation.
66428-11T,InforMax,"Life Sciences, SaaS, TMT",United States,1990,Bethesda,North America,Americas,"Bethesda, MD",Business/Productivity Software,Software,Information Technology,3-Oct-00,10,IPO,298.52,78.58,"Developer of bioinformatics and sequence analysis software intended to accelerate drug discovery and genomic research. The company offers integrated sequence analysis and data mining systems, enabling pharmaceutical and research organizations to gain greater insight into genomic function.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
23972-50T,NetPlane Systems,"Manufacturing, TMT",United States,1990,Dedham,North America,Americas,"Dedham, MA",Network Management Software,Software,Information Technology,2-Oct-00,10,Merger/Acquisition,113.06,8.8,"Manufacturer, developer and supplier of integrated networking protocol software and systems for the control plane. The company also provides source code for high-speed networking protocols that underlie the internet to networking manufacturers, OEMs and integrators worldwide.",Conexant Systems,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
96392-53T,Docent Education and Training Services (B2B),"EdTech, TMT",United States,1997,Mountain View,North America,Americas,"Mountain View, CA",Education and Training Services (B2B),Commercial Services,Business Products and Services (B2B),2-Oct-00,3,IPO,437.93,91.95,"Developer of a learning management platform designed to support corporate training and knowledge sharing. The company offers web-based course delivery and integrated content tracking, enabling large enterprises to streamline employee development and improve organizational learning.",,Technology Shock,World Wide Web,Founded in the WWW commercialisation window; core business model enabled by the public release of web protocols.
84833-47T,Elastic Networks,TMT,United States,1997,Louisville,North America,Americas,"Louisville, KY",Internet Service Providers,Communications and Networking,Information Technology,2-Oct-00,3,IPO,406.81,109.4,"Provider of telecommunication services based in Louisville, Kentucky. The company offers internet access solutions, high-speed broadband communication, DSL technology, and networking services.",,Institutional & Regulatory Shock,Telecom Deregulation,Founded post-Telecom Act of 1996; business model enabled by deregulated telecom competition.
23242-78T,Broadband Access Systems,TMT,United States,1998,Westborough,North America,Americas,"Westborough, MA",Connectivity Products,Communications and Networking,Information Technology,2-Oct-00,2,Merger/Acquisition,"2,250.00",67.55,"Developer of integrated, carrier-class broadband access systems. The company enables cable operators to deliver high quality voice, data, and video services to large numbers of users. The company is focused on providing cable access solutions for the deployment of value-added data and voice services.",ADC Telecommunications,Institutional & Regulatory Shock,Telecom Deregulation,Founded post-Telecom Act of 1996; business model enabled by deregulated telecom competition.
24281-20T,Cadabra Design Automation,TMT,United States,,Mountain View,North America,Americas,"Mountain View, CA",Production (Semiconductors),Semiconductors,Information Technology,1-Oct-00,,Merger/Acquisition,123,,"Provider of automated transistor layout (ATL) tools. The company provides automated transistor layout (ATL) tools for the creation of cells used in the standard cell and semi-custom IC design process. The company's customer base includes semiconductor vendors, leading fabless semiconductor companies, and third-party library vendors.",Numerical Technologies,Other,N/A,Founding year missing; cannot apply temporal validation.
21264-49T,Genmab (CSE: GMAB),"Life Sciences, Oncology",Denmark,1999,Valby,Northern Europe,Europe,"Valby, Denmark",Biotechnology,Pharmaceuticals and Biotechnology,Healthcare,1-Oct-00,1,IPO,662.3,229.14,"Genmab is a Copenhagen-based biotechnology company specializing in antibody therapeutics for the treatment of cancer. Genmab's proprietary antibody technologies are DuoBody, HexaBody, DuoHexaBody, and HexElect. Johnson & Johnson partnered with Genmab to create Darzalex, which is regarded as the standard of care for multiple myeloma and is Genmab's leading product. Genmab also has Tepezza for thyroid eye disease (partnered with Horizon), Kesimpta for relapsing multiple sclerosis (partnered with Novartis), Rybrevant (partnered with Johnson & Johnson) for non-small cell lung cancer (NSCLC), Tivdak (partnered with Seagen) for cervical cancer, and Epkinly (partnered with AbbVie) for diffuse large B-cell lymphoma. Genmab has several pipeline candidates targeting other oncologic indications.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
111531-25T,Discovery Communications,Manufacturing,United States,1995,Huntsville,North America,Americas,"Huntsville, AL",Telecommunications Service Providers,Communications and Networking,Information Technology,30-Sep-00,5,Merger/Acquisition,220,"1,500.00","Manufacturer of communications products. The company design, manufacture and distribute communications products and portable broadband test instruments that enable service providers to rapidly install and maintain broadband DSL services.",Nokia (HEL: NOKIA)(Olli Korhonen),Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
20368-36T,Extant,Industrials,United States,,Aurora,North America,Americas,"Aurora, CO",Logistics,Commercial Services,Business Products and Services (B2B),29-Sep-00,,Merger/Acquisition,175,,"Provider of carrier transport, OSS interconnect, and clearinghouse solutions to integrated communications providers.",Dynegy,Other,N/A,Founding year missing; cannot apply temporal validation.
25177-33T,STC Technologies,"Life Sciences, Manufacturing",United States,1987,Bethlehem,North America,Americas,"Bethlehem, PA",Diagnostic Equipment,Healthcare Devices and Supplies,Healthcare,29-Sep-00,13,Merger/Acquisition,260,16.7,"Developer and manufacturer of in vitro diagnostic products and medical devices. The company's products are used for use in clinical laboratories, physician offices and workplace testing. The company also offers immunodiagnostics tests and other diagnostic products. The company supplies oral fluid assays to the insurance risk assessment testing market and also manufactures and markets other substance abuse testing products.",Orasure Technologies (NAS: OSUR),Scientific Breakthrough,Monoclonal Antibody Platform,Founded post-Köhler/Milstein hybridoma technique (1975); business model built on monoclonal antibody technology for diagnostics or therapeutics.
22921-75T,Genomica,"SaaS, TMT",United States,1990,Boulder,North America,Americas,"Boulder, CO",Medical Records Systems,Healthcare Technology Systems,Healthcare,29-Sep-00,10,IPO,398.79,161.51,"Manufacturer of molecular diagnostic products intended for clinical and forensic laboratory applications. The company offers PCR-based kits, automated sample processing systems, and bioinformatics tools for pathogen detection, genetic analysis, and oncology diagnostics.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
20276-56T,@Road,"E-Commerce, Mobile, Mobility Tech, Supply Chain Tech, TMT",United States,1996,Fremont,North America,Americas,"Fremont, CA",Wireless Communications Equipment,Communications and Networking,Information Technology,29-Sep-00,4,IPO,407.94,152.3,"Provides location-specific e-commerce services. The company offers positioning system technology, wireless communications and the internet to enable companies to efficiently manage their mobile resources with location-relevant and time-sensitive information.",,Technology Shock,World Wide Web,Founded in the WWW commercialisation window; core business model enabled by the public release of web protocols.
29614-60T,Proton OnSite,"CleanTech, Climate Tech, Manufacturing",United States,1996,Wallingford,North America,Americas,"Wallingford, CT",Alternative Energy Equipment,Energy Equipment,Energy,29-Sep-00,4,IPO,544.25,119,"Manufacturer of proton exchange membrane (PEM) for on-site hydrogen generation systems. The company's HOGEN and FuelGen hydrogen generators produce hydrogen from electricity and water using its proprietary PEM technology, as well as supply hydrogen to industrial processes, such as power plant generator cooling, materials processing, semiconductor manufacturing, fuel cell fueling, chemical reactions and laboratory analysis.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
17534-62T,SwitchOn Networks,"Cybersecurity, TMT",United States,1998,Milpitas,North America,Americas,"Milpitas, CA",Connectivity Products,Communications and Networking,Information Technology,29-Sep-00,2,Merger/Acquisition,450,7,"Provider of semiconductor and software components to the Content and Policy-based networking. The company's products enable next generation network equipment, including web and content switches, CMTS, DSLAM, enterprise routers, edge routers, bandwidth managers, VPNs, Firewalls and Intrusion detection systems.",Microsemi Storage Solutions,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
73434-70T,JPMorgan Chase Vastera,TMT,United States,1991,Dulles,North America,Americas,"Dulles, VA",Automation/Workflow Software,Software,Information Technology,28-Sep-00,9,IPO,482.88,84,"Developer of trade management and logistics planning software. The company assist their clients with tools and information regarding customs regulations and other international trade data, such as duty rates, licensing requirements and value added tax rates.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
23520-16T,Aspira Women's Health (PINX: AWHL),"Life Sciences, Oncology",United States,1993,Austin,North America,Americas,"Austin, TX",Diagnostic Equipment,Healthcare Devices and Supplies,Healthcare,28-Sep-00,7,IPO,410.1,143.02,"Aspira Womens Health Inc is engaged in developing and commercializing diagnostic tests for gynecologic diseases. Its products include OvaSuite which is a portfolio of blood tests that applies proprietary algorithms incorporating patient features; OvaWatch intended for use in assessing the risk of ovarian cancer for women with adnexal masses; and Ova1Plus is a portfolio of blood tests, Ova1Plus is a combination of two FDA-cleared tests for women with pelvic masses who are planned for surgery.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
23892-13T,Durect,,United States,1998,Cupertino,North America,Americas,"Cupertino, CA",Drug Discovery,Pharmaceuticals and Biotechnology,Healthcare,28-Sep-00,2,IPO,549.73,144.83,"Durect Corp is a biopharmaceutical company. It is engaged in the research, development, and manufacturing of pharmaceutical products. The company develops pharmaceutical products based on two categories, which include new chemical entities and proprietary pharmaceutical programs. The company's pipeline products consist of DUR-928, POSIMIR, and others. Geographically, the company operates in the United States, Europe, Japan, and other countries, of which key revenue is derived from Europe.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
22908-97T,AvantGo,"Mobile, TMT",United States,1997,Hayward,North America,Americas,"Hayward, CA",Application Software,Software,Information Technology,27-Sep-00,3,IPO,400.71,116.82,Provider of mobile infrastructure software and services that enable the use of internet-based content and corporate applications on handheld devices and internet-enabled phones. The company's internet service provides mobile formatted online content channels with an offline browser and desktop synchronization client.,,Technology Shock,World Wide Web,Founded in the WWW commercialisation window; core business model enabled by the public release of web protocols.
17440-75T,CoSine Communications,TMT,United States,1997,Los Gatos,North America,Americas,"Los Gatos, CA",Other Communications and Networking,Communications and Networking,Information Technology,26-Sep-00,3,IPO,"2,303.25",399.5,"Developer of managed IP service delivery platforms for designed business IP service providers. The company's services used to provide customer support services for a communications platform, known as IP service delivery system, under contract by a third party and is currently pursuing opportunities to redeploy its assets through an acquisition of one or more operating businesses.",,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
20368-45T,Bluestar.net,TMT,United States,,Nashville,North America,Americas,"Nashville, TN",Telecommunications Service Providers,Communications and Networking,Information Technology,25-Sep-00,,Merger/Acquisition,196.63,,Provider of broadband communications and Internet services to small- and medium-sized businesses in Tier II and Tier III cities in US.,Covad Communications,Other,N/A,Founding year missing; cannot apply temporal validation.
34004-26T,EndoSonics,,United States,1984,Rancho Cordova,North America,Americas,"Rancho Cordova, CA",Diagnostic Equipment,Healthcare Devices and Supplies,Healthcare,22-Sep-00,16,Merger/Acquisition,209.57,,Developer of intravascular ultrasound imaging technologies. The company develops intravascular ultrasound visualization products and pressure-monitoring guide wires for the diagnosis and treatment of cardiovascular and peripheral vascular diseases.,Jomed(Tor Peters),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
23092-12T,Curon Medical,Manufacturing,United States,1997,Sunnyvale,North America,Americas,"Sunnyvale, CA",Other Devices and Supplies,Healthcare Devices and Supplies,Healthcare,22-Sep-00,3,IPO,205.3,77.36,"Developer, manufacturer and marketer of radio-frequency generators and single-use disposable devices. The company provides products for the treatment of gastrointestinal disorders.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
23088-16T,Spring Tide Networks,"Manufacturing, TMT",United States,1998,Maynard,North America,Americas,"Maynard, MA",Connectivity Products,Communications and Networking,Information Technology,18-Sep-00,2,Merger/Acquisition,"1,354.17",61.22,"Developer of carrier-class equipment for network service providers. The company also delivered IP service network equipment, other products that support network connections including wireless, broadband, DSL and cable, and traditional wireline access.",Lucent Venture Partners,Institutional & Regulatory Shock,Telecom Deregulation,Founded post-Telecom Act of 1996; business model enabled by deregulated telecom competition.
46423-18T,SoftAware Networks,TMT,United States,1993,Marina del Rey,North America,Americas,"Marina del Rey, CA",Other Communications and Networking,Communications and Networking,Information Technology,15-Sep-00,7,Merger/Acquisition,260.8,,Developer and distributor of cyber content. The company provides a global server network which distributes content around the net for applications requiring low-latency.,Digital Island(Timothy Wilson),Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
21768-85T,Cerulean Technology,"Mobile, TMT",United States,1992,Marlborough,North America,Americas,"Marlborough, MA",Industrial Supplies and Parts,Commercial Products,Business Products and Services (B2B),14-Sep-00,8,Merger/Acquisition,139.91,15.78,Provider of wireless mobile software products for the public safety sector in the United States. The company's PacketCluster Patrol has been chosen by police departments in more than twenty fivestates.,NexCen Brands,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
22852-81T,FastForward Networks,"SaaS, TMT",United States,1998,San Francisco,North America,Americas,"San Francisco, CA",Internet Software,Software,Information Technology,13-Sep-00,2,Merger/Acquisition,"1,300.00",34.75,Developer of internet broadcasting software. The company delivers networking platform that transforms the internet into a broadcast medium.,Inktomi,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
21069-19T,NuSpeed Internet Systems,TMT,United States,1999,Maple Grove,North America,Americas,"Maple Grove, MN",Wireless Communications Equipment,Communications and Networking,Information Technology,8-Sep-00,1,Merger/Acquisition,450,,Developer of technology that connects storage area networks and Internet Protocol networks.,Cisco Systems (NAS: CSCO),Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
46263-25T,Sotec Company,"Manufacturing, TMT",Japan,1984,Yokohama,East Asia,Asia,"Yokohama, Japan",Electronics (B2C),Consumer Durables,Consumer Products and Services (B2C),7-Sep-00,16,IPO,"1,838.29",167.75,,,Other,N/A,No company description available; cannot apply causal validation.
20234-53T,Sirocco Systems,TMT,United States,1998,Wallingford,North America,Americas,"Wallingford, CT",Electronic Equipment and Instruments,Computer Hardware,Information Technology,7-Sep-00,2,Merger/Acquisition,"3,121.66",28.65,"Developer of data networking equipment. The company offers optical access aggregation, switching, and network management products for the metropolitan access market. It also provides optical edge products, such as Zephyr, the optical access device; Typhoon, the optical edge switch; and Tempest, a network management platform.",Coriant America(Daniel Smith),Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
19880-56T,EPiCON,"SaaS, TMT",United States,1996,Waltham,North America,Americas,"Waltham, MA",Automation/Workflow Software,Software,Information Technology,5-Sep-00,4,Merger/Acquisition,439.56,6.1,"Developer of software platforms that enable application service providers (ASPs) and enterprises to manage the life-cycle of desktop applications and application components from a central server on the Internet. The company's products include a software platform, which enables enterprises, and information technology departments to target applications to users based on central policies; deploy applications and application components to Windows personal computers (PCs) without overloading the network; and install applications and components automatically on PCs, without intervention from the PC users.",Nortel Networks,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
23182-39T,IP Mobile,TMT,United States,1999,Richardson,North America,Americas,"Richardson, TX",Connectivity Products,Communications and Networking,Information Technology,4-Sep-00,1,Merger/Acquisition,425,6.5,"Developer of IP Radio Access Networks (IP-RAN) that will connect wireless base stations to the Internet in 3G networks. The company is focused on transforming raw radio capacity into managed, cost-efficient, and IP service-ready bandwidth.",Cisco Systems (NAS: CSCO),Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
19291-87T,OnLink Technologies,E-Commerce,United States,,Redwood City,North America,Americas,"Redwood City, CA",Software Development Applications,Software,Information Technology,1-Sep-00,,Merger/Acquisition,609,20,"Developer of business applications designed to provide interactive marketing and customer service over the web. The company's applications offers virtual sales advisor to increase marketing effectiveness and maximize efficiencies across all sales channels, enabling businesses to improve bottom-line results and drive top-line revenue.",Siebel Systems,Other,N/A,Founding year missing; cannot apply temporal validation.
24733-90T,Extensibility,TMT,United States,1998,Chapel Hill,North America,Americas,"Chapel Hill, NC",Automation/Workflow Software,Software,Information Technology,1-Sep-00,2,Merger/Acquisition,100,0.7,Provider of real-time infrastructure software for e-business. The company has developed technology which is used to design XML schemas to enable businesses to create and exchange digital documents and to validate electronic commerce transactions into their own products.,TIBCO Software(Vivek Ranadive),Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
17589-07T,eGroups,"SaaS, TMT",United States,1998,San Francisco,North America,Americas,"San Francisco, CA",Communication Software,Software,Information Technology,31-Aug-00,2,Merger/Acquisition,432,98.48,"Provider of communication platform on the Internet. The company provides service that enables members to create, join and manage online groups focused on business and personal interests.",Yahoo (Internet Software),Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
22642-21T,Discovery Partners International,Life Sciences,United States,1995,San Diego,North America,Americas,"San Diego, CA",Drug Discovery,Pharmaceuticals and Biotechnology,Healthcare,28-Aug-00,5,IPO,417.37,130,"Provider of technologies and services to pharmaceutical and biotech companies. The company's services assist worldwide pharmaceutical and biotechnology companies in the design, development and production of assays of disease molecules to accelerate their drug discovery activities.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
120406-51T,Bluetail,SaaS,Sweden,1999,Stockholm,Northern Europe,Europe,"Stockholm, Sweden",Business/Productivity Software,Software,Information Technology,28-Aug-00,1,Merger/Acquisition,152,,"Developer of an advanced Web traffic management platform designed to process the traffic based on individual customer policies and application types. The company's platform uses granular traffic prioritization and customized content manipulation, enabling businesses to create and sell software products for the Internet that would provide reliability, scalability and manageability.",Alteon WebSystems,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
54743-14T,Excess Bandwidth,TMT,United States,1998,Cupertino,North America,Americas,"Cupertino, CA",Application Specific Semiconductors,Semiconductors,Information Technology,23-Aug-00,2,Merger/Acquisition,385.2,,Developer of of algorithms for high-bandwidth communications. The company engages in the development of symmetrical digital subscriber line physical-layer chips and mixed signal semiconductors for communications processors.,Virata(Charles Cotton),Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
21037-51T,Ista Pharmaceuticals,,United States,1992,Irvine,North America,Americas,"Irvine, CA",Drug Discovery,Pharmaceuticals and Biotechnology,Healthcare,22-Aug-00,8,IPO,154,67,Developer of ophthalmic pharmaceuticals. The company develops products for diseases and conditions of the eye.,,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
68716-36T,PeoplePC,"Cybersecurity, TMT",United States,1999,San Francisco,North America,Americas,"San Francisco, CA",Internet Service Providers,Communications and Networking,Information Technology,16-Aug-00,1,IPO,"1,132.29",202.7,,,Other,N/A,No company description available; cannot apply causal validation.
16441-93T,Dyax,"Life Sciences, Manufacturing, Oncology",United States,1995,Burlington,North America,Americas,"Burlington, MA",Drug Discovery,Pharmaceuticals and Biotechnology,Healthcare,15-Aug-00,5,IPO,271.54,104.5,"Developer of biopharmaceuticals for oncology and inflammatory indications. The company offers drug discovery technology, known as phage display to identify antibody, small protein and peptide compounds for clinical development and provides chromatography separations systems and products that are used in laboratories and pharmaceutical manufacturing to separate molecules in liquid mixtures.",,Scientific Breakthrough,Monoclonal Antibody Platform,Antibody-based therapeutics/diagnostics enabled by monoclonal antibody platform technology.
23838-67T,Lexar,Manufacturing,United States,1996,San Jose,North America,Americas,"San Jose, CA",Storage (IT),Computer Hardware,Information Technology,15-Aug-00,4,IPO,472.25,115.03,"Manufacturer of memory and connectivity products focused on gaming, professional photography and personal data market. The company's products include flash memory cards, USB flash drives, card readers, SD cards and memory sticks, enabling customers to capture, store and transfer data with speed and reliability.",,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
23295-70T,Sonoma Systems,"Mobile, TMT",United States,1997,Marina del Rey,North America,Americas,"Marina del Rey, CA",Telecommunications Service Providers,Communications and Networking,Information Technology,15-Aug-00,3,Merger/Acquisition,540,41.99,"Developer and supplier of Asynchronous Transfer Mode, or ATM, based broadband integrated access devices, or broadband IADs. The company's products are designed to enable network service providers, or NSPs, to leverage their existing ATM-based infrastructures and deliver to subscribers a customized bundle of services, including data, voice and video through a single high-speed access link.",Nortel Networks,Institutional & Regulatory Shock,Telecom Deregulation,Founded post-Telecom Act of 1996; business model enabled by deregulated telecom competition.
32574-52T,Mondus,"SaaS, TMT",United Kingdom,1996,,Western Europe,Europe,United Kingdom,Internet Software,Software,Information Technology,14-Aug-00,4,Merger/Acquisition,343.98,13,Provider of e-marketplace for small and mid-size businesses. The company streamline the purchasing of everything from fax machines and computers to hospitality and legal services on one website.,Seat,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
26232-22T,Telik,"Life Sciences, Oncology",United States,1988,Palo Alto,North America,Americas,"Palo Alto, CA",Drug Discovery,Pharmaceuticals and Biotechnology,Healthcare,11-Aug-00,12,IPO,152.37,35,"Provider of bio-pharmaceutical services. The company's bio pharmaceutical services include discovering, developing and commercializing novel small molecule drugs, enabling doctors to treat cancer and other serious diseases.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
25557-76T,Equinix (NAS: EQIX),TMT,United States,1998,Redwood City,North America,Americas,"Redwood City, CA",Systems and Information Management,IT Services,Information Technology,11-Aug-00,2,IPO,885.28,630.87,"Equinix is one of the leading providers of cloud- and carrier-neutral data centers, offering colocation and interconnection services to hyperscalers and businesses. Equinix operates 270 properties in 77 metropolitan areas across 36 countries, serving over 10,000 customers. About 70% of Equinix's revenue comes from renting physical space, which allows hyperscalers and other clients to store servers, data storage, and networking equipment. The other 30% of revenue is generated primarily through interconnection services (20%) and other managed services (10%).",,Technology Shock,World Wide Web,"Founded during the WWW commercialisation era; business model built on internet-enabled distribution, transactions, or content delivery."
25471-00T,Evolve Software,"CloudTech & DevOps, TMT",United States,1995,Emeryville,North America,Americas,"Emeryville, CA",Business/Productivity Software,Software,Information Technology,10-Aug-00,5,IPO,329,118.88,Developer of enterprise applications software. The company builds enterprise-scale object-oriented and web-based application development for execution framework. The company also provides technical support and maintenance for its customers.,,Technology Shock,World Wide Web,Founded in the WWW commercialisation window; core business model enabled by the public release of web protocols.
33144-22T,McDATA,TMT,United States,1982,Broomfield,North America,Americas,"Broomfield, CO",Other Communications and Networking,Communications and Networking,Information Technology,9-Aug-00,18,IPO,"2,980.66",350,"Provider of performance enterprise switches and related software for connecting servers and storage systems. The company provides storage components, services, and software that improve the performance of server and storage systems and connect disparate storage networks.",,Technology Shock,PC Platform,Founded during the IBM PC platform era (1981-1988); business model built on the standardized microprocessor/PC ecosystem.
16703-38T,Atherogenics,,United States,1993,Alpharetta,North America,Americas,"Alpharetta, GA",Pharmaceuticals,Pharmaceuticals and Biotechnology,Healthcare,9-Aug-00,7,IPO,183.45,72,"Developer of treatments and drugs for inflammatory disease intended to better treat diseases. The company leverages technology to develop novel drugs targeting diabetes and coronary heart disease, to provide clients with efficient and cost-effective drugs.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
77227-66T,Tvia,TMT,United States,1993,Santa Clara,North America,Americas,"Santa Clara, CA",General Purpose Semiconductors,Semiconductors,Information Technology,9-Aug-00,7,IPO,237.25,55,"Operator of a fabless semiconductor company based in Santa Clara, California. The company designs, develops, markets and supports semiconductor display processors for the video processing market.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
19784-35T,Ridgepost Capital (NYS: RPC),,United States,1992,Dallas,North America,Americas,"Dallas, TX",Asset Management,Capital Markets/Institutions,Financial Services,8-Aug-00,8,IPO,640.26,178.56,"Ridgepost Capital Inc, formelrly P10 Inc is a player in the alternative asset management sector, specializing in multi-asset class private market solutions. It offers a range of investment solutions, including specialized funds, separate accounts, secondary investments, direct investments, and co-investments across various asset classes and geographies. These solutions cater to diverse investor needs within the private markets, aiming to deliver superior risk-adjusted returns. With a focus on middle and lower-middle markets, the company's portfolio includes Private Equity, Venture Capital, Impact Investing, and Private Credit. Its Revenue mainly comes from recurring management and advisory fees earned on committed capital, typically locked up for ten to fifteen years.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
